state_po,topic,lvl,month,pct
NY,Editing and rewriting,1,may,1.58
WA,Editing and rewriting,1,may,1.43
KY,Editing and rewriting,1,may,1.23
ID,Editing and rewriting,1,may,1.24
MN,Editing and rewriting,1,may,1.26
HI,Editing and rewriting,1,may,1.52
AR,Editing and rewriting,1,may,1.48
GA,Event promotion,0,may,0.06
WA,Event promotion,0,may,0.05
TX,Event promotion,0,may,0.04
MD,Document review,0,may,0.38
GA,Document review,0,may,0.3
UT,Document review,0,may,0.29
OH,Document review,0,may,0.22
AZ,Document review,0,may,0.21
NV,Document review,0,may,0.36
VA,Security operations,1,may,0.07
CA,Legal education,0,may,0.13
CO,Publishing strategy,0,may,0.08
OH,Publishing strategy,0,may,0.1
MA,Publishing strategy,0,may,0.06
NC,Clothing retail,0,may,0.15
CO,Structured web copy,0,may,0.09
MI,Structured web copy,0,may,0.29
NV,Structured web copy,0,may,0.34
IN,Structured web copy,0,may,0.19
CT,Promotional writing,1,may,3.18
WV,Promotional writing,1,may,3.91
MS,Promotional writing,1,may,4.41
DC,Promotional writing,1,may,3.18
KY,Promotional writing,1,may,4.82
NE,Promotional writing,1,may,4.01
DE,Promotional writing,1,may,3.16
CA,Digital forensics,0,may,0.02
IN,Spoken writing,1,may,0.42
KY,Spoken writing,1,may,0.52
UT,Spoken writing,1,may,0.41
CA,Spoken writing,1,may,0.38
NH,Spoken writing,1,may,0.5
TX,Spoken writing,1,may,0.41
CT,Spoken writing,1,may,0.41
CT,Education pathways,1,may,0.44
CA,Education pathways,1,may,0.31
NV,Education pathways,1,may,0.21
MD,Education pathways,1,may,0.44
MI,Politics,0,may,0.15
NJ,Politics,0,may,0.14
WA,Politics,0,may,0.14
CA,Politics,0,may,0.16
TN,Politics,0,may,0.17
TX,Visual verification,0,may,0.03
IL,Food safety,0,may,0.1
MA,Food safety,0,may,0.09
OH,Food safety,0,may,0.15
PA,Data analysis,1,may,0.81
WI,Data analysis,1,may,0.75
NJ,Data analysis,1,may,0.76
NY,Data analysis,1,may,0.77
AL,Data analysis,1,may,0.6
NE,Data analysis,1,may,0.74
WA,Data analysis,1,may,0.67
MA,Data analysis,1,may,1.01
TX,Data analysis,1,may,0.71
GA,Calculus,0,may,0.09
GA,Software recommendations,0,may,0.08
CA,Nautical travel,0,may,0.02
CO,Feature implementation,0,may,0.77
DE,Feature implementation,0,may,0.66
HI,Feature implementation,0,may,0.57
NY,Feature implementation,0,may,0.53
OR,Feature implementation,0,may,0.65
KS,Feature implementation,0,may,0.75
AZ,Feature implementation,0,may,0.83
MO,Feature implementation,0,may,0.74
MI,Feature implementation,0,may,0.86
IL,Proofreading,0,may,0.45
PA,Proofreading,0,may,0.31
NJ,Proofreading,0,may,0.37
OH,Proofreading,0,may,0.3
TX,Proofreading,0,may,0.33
OR,Proofreading,0,may,0.39
VA,Proofreading,0,may,0.43
AL,Proofreading,0,may,0.43
LA,Proofreading,0,may,0.34
TN,Proofreading,0,may,0.31
TX,Computer architecture,0,may,0.03
IL,Document analysis,0,may,0.41
CO,Document analysis,0,may,0.49
GA,Cold outreach,0,may,0.12
GA,Airport operations,0,may,0.09
TX,Airport operations,0,may,0.06
UT,Outdoor recreation equipment,0,may,0.2
GA,Sales and revenue ops — other,1,may,0.36
AL,Sales and revenue ops — other,1,may,0.26
MD,Sales and revenue ops — other,1,may,0.22
FL,Document extraction,0,may,0.05
IL,Public records lookup,0,may,0.06
CA,Infant care,0,may,0.05
NY,Infant care,0,may,0.06
FL,Product photography prompts,0,may,0.03
DE,Workplace writing,1,may,2.34
VT,Workplace writing,1,may,2.75
MN,Workplace writing,1,may,2.85
MA,Workplace writing,1,may,2.86
LA,Workplace writing,1,may,3.19
PR,Workplace writing,1,may,2.83
CA,Immigration and visa information,0,may,0.06
MI,Vehicle diagnostics,0,may,0.23
IN,Vehicle diagnostics,0,may,0.23
GA,Packing and travel prep,1,may,0.09
VA,Packing and travel prep,1,may,0.11
NC,Packing and travel prep,1,may,0.07
MI,Professional credentialing,0,may,0.11
MD,Professional credentialing,0,may,0.09
GA,Prompt engineering,1,may,0.1
TX,Prompt engineering,1,may,0.06
CA,Prompt engineering,1,may,0.08
KY,Instructional design,0,may,0.4
NC,Instructional design,0,may,0.46
AL,Instructional design,0,may,0.39
SC,Instructional design,0,may,0.52
DC,Instructional design,0,may,0.4
NJ,Instructional design,0,may,0.39
TX,Property transactions,0,may,0.15
OH,Cosmetics and Personal Care,1,may,0.22
CA,Cosmetics and Personal Care,1,may,0.36
UT,Cosmetics and Personal Care,1,may,0.27
TX,Cosmetics and Personal Care,1,may,0.34
CA,Migration debugging,0,may,0.02
FL,Law study,1,may,0.13
TX,Law study,1,may,0.13
NJ,Law study,1,may,0.12
CT,Law study,1,may,0.17
NC,Infrastructure planning,0,may,0.12
MN,Infrastructure planning,0,may,0.17
CA,Infrastructure planning,0,may,0.1
CA,Web page extraction,0,may,0.01
ME,Presentation authoring,0,may,0.98
PA,Presentation authoring,0,may,1.01
VA,Presentation authoring,0,may,1.08
DC,Presentation authoring,0,may,1.28
NH,Presentation authoring,0,may,1
WI,Presentation authoring,0,may,0.98
SC,Presentation authoring,0,may,0.82
NJ,Campaign briefs,0,may,0.11
PA,Campaign briefs,0,may,0.08
NY,Electromagnetism,0,may,0.03
CT,Conversation & Meeting Intelligence,2,may,0.38
TN,Conversation & Meeting Intelligence,2,may,0.42
GA,Conversation & Meeting Intelligence,2,may,0.37
MI,Conversation & Meeting Intelligence,2,may,0.37
NY,Conversation & Meeting Intelligence,2,may,0.36
DC,Conversation & Meeting Intelligence,2,may,0.31
CA,Word choice and writing,1,may,0.11
CO,Word choice and writing,1,may,0.16
TX,Word choice and writing,1,may,0.12
MA,Word choice and writing,1,may,0.15
IL,Skill file creation,0,may,0.07
FL,Skill file creation,0,may,0.09
WA,Skill file creation,0,may,0.09
VA,Skill file creation,0,may,0.07
MA,Skill file creation,0,may,0.06
TX,Self-reflection,1,may,0.59
MD,Self-reflection,1,may,0.61
DE,Self-reflection,1,may,0.58
KS,Self-reflection,1,may,0.75
KY,Self-reflection,1,may,0.59
PA,Self-reflection,1,may,0.57
NY,Self-reflection,1,may,0.7
NJ,Self-reflection,1,may,0.5
DC,Self-reflection,1,may,0.55
OR,Self-reflection,1,may,0.71
CA,Physics literature,0,may,0.02
NV,Desktop apps,1,may,0.26
CO,Desktop apps,1,may,0.12
OH,Desktop apps,1,may,0.2
IN,Desktop apps,1,may,0.17
NY,Desktop apps,1,may,0.11
WA,Casual conversation,0,apr,1.22
DE,Casual conversation,0,apr,1.42
NC,Casual conversation,0,apr,1.09
NJ,Casual conversation,0,apr,0.87
MD,Casual conversation,0,apr,0.9
NM,Casual conversation,0,apr,0.99
NV,On-the-ground navigation,0,apr,0.29
NJ,On-the-ground navigation,0,apr,0.14
FL,On-the-ground navigation,0,apr,0.18
IL,On-the-ground navigation,0,apr,0.2
WA,On-the-ground navigation,0,apr,0.1
CA,On-the-ground navigation,0,apr,0.19
MA,On-the-ground navigation,0,apr,0.22
MA,Workflow state routing,0,apr,0.25
NY,Workflow state routing,0,apr,0.17
NC,Workflow state routing,0,apr,0.15
CA,Workflow state routing,0,apr,0.23
NY,Go-to-market,0,apr,0.19
TX,Go-to-market,0,apr,0.23
NV,Go-to-market,0,apr,0.29
NJ,Go-to-market,0,apr,0.23
MD,Go-to-market,0,apr,0.19
FL,Threat detection,1,apr,0.04
OH,Environment setup,0,apr,0.14
MO,Environment setup,0,apr,0.18
CA,Environment setup,0,apr,0.19
MA,PDF editing,0,apr,0.12
NY,Chemistry,0,apr,0.1
CA,Chemistry,0,apr,0.12
WA,Slide editing,0,apr,0.09
TX,Slide editing,0,apr,0.15
AZ,Restaurant recommendations,0,apr,0.15
NY,Home renovation,1,apr,0.49
KS,Home renovation,1,apr,0.86
DC,Home renovation,1,apr,0.37
OK,Home renovation,1,apr,0.69
MI,Legal profession,0,apr,0.13
CA,Legal profession,0,apr,0.16
FL,Version control,0,apr,0.04
AZ,Appliance cooking,0,apr,0.12
AR,Casual conversation,0,apr,1.17
TX,Casual conversation,0,apr,1.01
MO,Casual conversation,0,apr,1.23
KS,Casual conversation,0,apr,1.39
ID,Casual conversation,0,apr,0.98
FL,Casual conversation,0,apr,0.94
OH,Casual conversation,0,apr,1.09
CO,Workflow state routing,0,apr,0.41
FL,Workflow state routing,0,apr,0.47
TX,Workflow state routing,0,apr,0.21
WA,Go-to-market,0,apr,0.17
IL,Go-to-market,0,apr,0.23
OR,Go-to-market,0,apr,0.21
MI,Go-to-market,0,apr,0.21
CA,Threat detection,1,apr,0.04
AL,Environment setup,0,apr,0.32
MO,PDF editing,0,apr,0.22
MI,PDF editing,0,apr,0.18
NY,PDF editing,0,apr,0.15
MD,PDF editing,0,apr,0.16
TX,PDF editing,0,apr,0.18
NC,PDF editing,0,apr,0.14
FL,Account setup,1,apr,0.07
CA,Account setup,1,apr,0.09
NJ,Slide editing,0,apr,0.1
PA,Slide editing,0,apr,0.15
FL,Slide editing,0,apr,0.11
TX,Payroll benefits,0,apr,0.06
WA,Payroll benefits,0,apr,0.08
PA,Restaurant recommendations,0,apr,0.1
CA,Restaurant recommendations,0,apr,0.14
NY,Restaurant recommendations,0,apr,0.13
MI,Home renovation,1,apr,1
FL,Home renovation,1,apr,0.53
SC,Home renovation,1,apr,0.64
TX,Home renovation,1,apr,0.57
AL,Home renovation,1,apr,0.67
TN,Home renovation,1,apr,0.75
CO,Home renovation,1,apr,0.82
WA,Home renovation,1,apr,0.75
CA,Home renovation,1,apr,0.5
NE,Home renovation,1,apr,1.21
ID,Home renovation,1,apr,0.94
VA,Home renovation,1,apr,0.58
CO,Legal profession,0,apr,0.11
WA,Legal profession,0,apr,0.09
NY,Version control,0,apr,0.05
MO,Job interviews,0,apr,0.3
NY,Job interviews,0,apr,0.62
MA,Appliance cooking,0,apr,0.08
NY,Appliance cooking,0,apr,0.08
TX,Appliance cooking,0,apr,0.08
NY,Enterprise IT administration,0,apr,0.03
PA,Naming,0,apr,0.2
OH,Naming,0,apr,0.19
FL,Naming,0,apr,0.26
VA,Naming,0,apr,0.19
GA,Naming,0,apr,0.22
AZ,Announcements,0,apr,0.14
WA,Announcements,0,apr,0.15
GA,Exercise science,0,apr,0.08
CA,Exercise science,0,apr,0.08
NC,Exercise science,0,apr,0.09
MT,Business correspondence,0,apr,2.85
KY,Business correspondence,0,apr,1.24
AR,Business correspondence,0,apr,1.59
IA,Business correspondence,0,apr,1.51
NH,Business correspondence,0,apr,2.13
MA,Business correspondence,0,apr,2.18
CT,Business correspondence,0,apr,2.35
IN,Business correspondence,0,apr,1.64
MT,Post copywriting,0,may,1.94
ID,Post copywriting,0,may,1.58
NM,Post copywriting,0,may,1.41
CA,Trade setup analysis,0,may,0.07
IL,Trade setup analysis,0,may,0.07
CA,Taxation,0,may,0.15
CO,Taxation,0,may,0.09
IL,Taxation,0,may,0.09
TX,Taxation,0,may,0.17
CA,Internship reports,0,may,0.02
MN,Transcript summarization,0,may,0.27
CO,Transcript summarization,0,may,0.34
OR,Transcript summarization,0,may,0.13
MD,Agent architecture,0,may,0.19
NC,Agent architecture,0,may,0.31
IN,Agent architecture,0,may,0.26
MI,Agent architecture,0,may,0.28
NY,Footwear,0,may,0.09
CA,Employment history,0,may,0.01
IN,Marketing copy,0,may,1.34
NJ,Marketing copy,0,may,1.21
AR,Marketing copy,0,may,1.41
PA,Marketing copy,0,may,1.23
UT,Marketing copy,0,may,1.66
CA,Marketing copy,0,may,1.28
PR,Marketing copy,0,may,1.15
IA,Marketing copy,0,may,1.64
OK,Marketing copy,0,may,1.29
MO,Marketing copy,0,may,1.26
SC,Marketing copy,0,may,1.91
CA,Geography,0,apr,0.06
TX,Naming,0,apr,0.22
MA,Naming,0,apr,0.17
MD,Naming,0,apr,0.2
MN,Naming,0,apr,0.17
NC,Announcements,0,apr,0.09
FL,Announcements,0,apr,0.11
PA,Announcements,0,apr,0.11
GA,Announcements,0,apr,0.13
FL,Exercise science,0,apr,0.06
CA,Hygiene,0,apr,0.02
FL,Business correspondence,0,apr,2.22
AZ,Business correspondence,0,apr,1.87
OR,Business correspondence,0,apr,2.15
ID,Business correspondence,0,apr,1.68
MI,Business correspondence,0,apr,1.57
CA,Business correspondence,0,apr,2.4
VA,Structured drafting,0,apr,0.55
NC,Structured drafting,0,apr,0.57
KY,Structured drafting,0,apr,0.61
UT,Structured drafting,0,apr,0.32
NY,Structured drafting,0,apr,0.48
MO,Structured drafting,0,apr,0.41
AZ,Structured drafting,0,apr,0.47
MN,Business ideation,1,apr,0.28
PA,Business ideation,1,apr,0.34
DC,Business ideation,1,apr,0.42
VA,Business ideation,1,apr,0.32
IN,Business ideation,1,apr,0.32
MA,Thesis writing,0,apr,1.4
GA,Thesis writing,0,apr,0.82
CO,Thesis writing,0,apr,0.6
MN,Thesis writing,0,apr,0.48
OK,Thesis writing,0,apr,0.74
FL,Thesis writing,0,apr,0.5
HI,Thesis writing,0,apr,0.66
NJ,Financial modeling,0,apr,0.49
NY,Financial modeling,0,apr,0.43
FL,Financial modeling,0,apr,0.39
OK,Financial modeling,0,apr,0.48
NC,Financial modeling,0,apr,0.37
OH,Financial modeling,0,apr,0.22
PA,Financial modeling,0,apr,0.31
AL,Grant writing,0,apr,0.45
VA,Personal development,0,apr,0.14
TX,Personal development,0,apr,0.18
MO,Personal development,0,apr,0.29
CA,Personal development,0,apr,0.19
WA,Personal development,0,apr,0.15
NC,Personal development,0,apr,0.2
OH,Personal development,0,apr,0.18
WA,Circuit analysis,0,apr,0.07
PA,Circuit analysis,0,apr,0.1
TX,Circuit analysis,0,apr,0.06
NY,Trend tracking,1,apr,0.84
UT,Trend tracking,1,apr,0.75
IA,Trend tracking,1,apr,0.76
LA,Trend tracking,1,apr,0.63
MN,Trend tracking,1,apr,0.81
MA,Prompt engineering,0,apr,0.09
IN,Data Visualization,0,apr,0.42
IL,Data Visualization,0,apr,0.47
FL,Data Visualization,0,apr,0.35
UT,Data Visualization,0,apr,0.52
WA,Data Visualization,0,apr,0.4
NY,Numerology,0,apr,0.05
OK,Structured drafting,0,apr,0.41
RI,Structured drafting,0,apr,0.67
OH,Business ideation,1,apr,0.41
WI,Business ideation,1,apr,0.28
MD,Business ideation,1,apr,0.41
FL,Business ideation,1,apr,0.52
GA,Business ideation,1,apr,0.44
MI,Business ideation,1,apr,0.37
WA,Business ideation,1,apr,0.37
NY,Business ideation,1,apr,0.32
SC,Business ideation,1,apr,0.56
PA,Thesis writing,0,apr,0.84
NV,Thesis writing,0,apr,1.19
OR,Thesis writing,0,apr,0.33
TN,Thesis writing,0,apr,0.52
AL,Thesis writing,0,apr,0.8
WA,Thesis writing,0,apr,0.32
NC,Thesis writing,0,apr,0.75
LA,Thesis writing,0,apr,1.1
CA,Financial modeling,0,apr,0.35
TX,Financial modeling,0,apr,0.4
DC,Financial modeling,0,apr,0.46
IL,Financial modeling,0,apr,0.4
WA,Financial modeling,0,apr,0.29
SC,Financial modeling,0,apr,0.36
MD,Betting and Probability,0,apr,0.17
CA,Betting and Probability,0,apr,0.06
CO,Betting and Probability,0,apr,0.14
NJ,Betting and Probability,0,apr,0.16
PA,Grant writing,0,apr,0.37
FL,Hardening and configuration,1,apr,0.04
MD,Personal development,0,apr,0.18
FL,Circuit analysis,0,apr,0.06
CA,Trend tracking,1,apr,0.79
ID,Trend tracking,1,apr,0.67
MA,Trend tracking,1,apr,0.77
OK,Trend tracking,1,apr,0.51
SC,Trend tracking,1,apr,0.74
GA,Trend tracking,1,apr,0.66
IN,Trend tracking,1,apr,0.68
AZ,Trend tracking,1,apr,0.69
MD,Trend tracking,1,apr,0.98
IL,Prompt engineering,0,apr,0.07
WA,Prompt engineering,0,apr,0.1
MD,Data Visualization,0,apr,0.3
TX,Company research,0,may,0.05
MD,Account management,0,may,0.37
NC,Account management,0,may,0.35
MN,Account management,0,may,0.4
HI,Account management,0,may,0.49
OH,Account management,0,may,0.31
TX,Logistics documents,0,may,0.02
VA,Finding the best price,1,may,0.79
IL,Finding the best price,1,may,0.8
NH,Finding the best price,1,may,0.77
AL,Finding the best price,1,may,0.7
FL,Finding the best price,1,may,0.79
OK,Finding the best price,1,may,0.6
NM,Finding the best price,1,may,0.77
NY,Finding the best price,1,may,0.79
UT,Finding the best price,1,may,0.65
RI,Finding the best price,1,may,0.8
MO,Finding the best price,1,may,0.78
TX,Finding the best price,1,may,0.76
UT,Real estate investing,0,may,0.2
MI,Real estate investing,0,may,0.17
NC,Real estate investing,0,may,0.16
MA,Real estate investing,0,may,0.17
AK,Hobbies & Lifestyle,2,may,16.52
VT,Hobbies & Lifestyle,2,may,13.9
MD,Hobbies & Lifestyle,2,may,13.28
SC,Hobbies & Lifestyle,2,may,13.78
IA,Hobbies & Lifestyle,2,may,14.17
WV,Hobbies & Lifestyle,2,may,15.17
MI,Hobbies & Lifestyle,2,may,15.75
NM,Hobbies & Lifestyle,2,may,14.7
FL,Hobbies & Lifestyle,2,may,12.14
ME,Hobbies & Lifestyle,2,may,16.45
IN,Hobbies & Lifestyle,2,may,13.95
WA,Hobbies & Lifestyle,2,may,15.94
CA,Multiplayer and anti-cheat,0,may,0.03
NY,Database schema,0,may,0.04
GA,Database schema,0,may,0.06
TN,Compliance & Regulatory,2,may,0.89
DE,Compliance & Regulatory,2,may,0.74
AZ,Compliance & Regulatory,2,may,1.05
MN,Compliance & Regulatory,2,may,0.98
WA,Compliance & Regulatory,2,may,0.83
TX,Casual image generation,0,may,0.02
WI,Niche publishing,1,may,0.29
MD,Niche publishing,1,may,0.24
CO,Niche publishing,1,may,0.21
IL,Niche publishing,1,may,0.18
MI,Niche publishing,1,may,0.26
UT,Niche publishing,1,may,0.26
IL,Social media analytics,0,may,0.1
CA,Social media analytics,0,may,0.07
NY,Stock screening,0,may,0.04
NJ,Stock screening,0,may,0.09
TX,Tires wheels,0,may,0.03
FL,Tires wheels,0,may,0.03
NJ,Skincare,0,may,0.24
IN,Skincare,0,may,0.16
MN,Skincare,0,may,0.22
AZ,Skincare,0,may,0.22
NV,Skincare,0,may,0.21
IL,Skincare,0,may,0.32
MD,Grooming and style,1,may,0.21
MO,Grooming and style,1,may,0.21
MA,Grooming and style,1,may,0.21
TX,Grooming and style,1,may,0.21
UT,Grooming and style,1,may,0.23
WA,Grooming and style,1,may,0.18
OR,Grooming and style,1,may,0.19
NY,Ingredient substitution,0,may,0.03
LA,Math and CS theory,1,may,0.68
NV,Math and CS theory,1,may,0.74
PA,Math and CS theory,1,may,0.97
KS,Math and CS theory,1,may,0.75
AZ,Math and CS theory,1,may,0.83
TN,Math and CS theory,1,may,0.51
VA,Math and CS theory,1,may,0.97
NJ,Math and CS theory,1,may,1.09
MA,Math and CS theory,1,may,1.12
FL,Math and CS theory,1,may,0.45
LA,Mobile development,0,may,0.38
TX,Mobile development,0,may,0.32
IA,AI app building,1,may,0.84
IN,AI app building,1,may,0.8
MI,CRM operations,0,apr,0.21
IL,CRM operations,0,apr,0.2
FL,CRM operations,0,apr,0.54
WA,Music production,0,apr,0.09
CA,Business operations,1,apr,5.78
WA,Business operations,1,apr,5.66
TX,Wealth management,0,apr,0.03
TN,Industry and sector knowledge,1,apr,0.33
MN,Industry and sector knowledge,1,apr,0.27
CA,Industry and sector knowledge,1,apr,0.31
NV,Industry and sector knowledge,1,apr,0.24
PA,Industry and sector knowledge,1,apr,0.28
IN,Industry and sector knowledge,1,apr,0.31
NV,Career planning,1,apr,0.23
CO,Career planning,1,apr,0.17
WA,Lore worldbuilding,0,apr,0.58
CA,Lore worldbuilding,0,apr,0.33
NM,Lore worldbuilding,0,apr,0.94
AZ,Lore worldbuilding,0,apr,0.72
MD,Lore worldbuilding,0,apr,0.56
CA,Adhesives,0,apr,0.02
CA,Hand tools,0,apr,0.01
GA,OCR transcription,0,apr,0.11
IL,Legal concepts,0,apr,0.09
NV,Math tutoring,0,apr,0.45
MN,Math tutoring,0,apr,0.55
WA,Math tutoring,0,apr,0.79
OK,Math tutoring,0,apr,0.66
NJ,Math tutoring,0,apr,0.81
TX,Photo compositing,0,apr,0.05
VA,Photo compositing,0,apr,0.08
TX,Rubric evaluation,0,apr,0.16
FL,Rubric evaluation,0,apr,0.14
PA,Data record lookup,0,apr,0.1
NJ,Data record lookup,0,apr,0.13
TX,Statistics and records,0,apr,0.04
FL,Statistics and records,0,apr,0.05
FL,Conversation scripting,0,apr,0.04
AL,Customer support and service,1,apr,0.69
MD,Customer support and service,1,apr,0.52
UT,Customer support and service,1,apr,0.7
IL,Customer support and service,1,apr,0.46
NC,Customer support and service,1,apr,0.51
OR,Customer support and service,1,apr,0.44
VA,Customer support and service,1,apr,0.41
NY,Customer support and service,1,apr,0.48
TX,Book recommendations,0,apr,0.05
NY,Embedded and hardware,0,apr,0.04
UT,Itinerary planning,0,apr,0.54
MO,Itinerary planning,0,apr,0.39
TX,Itinerary planning,0,apr,0.52
TN,Itinerary planning,0,apr,0.37
CT,Itinerary planning,0,apr,0.5
MD,Itinerary planning,0,apr,0.62
RI,Server infrastructure,1,apr,0.76
IN,Server infrastructure,1,apr,0.83
IL,Server infrastructure,1,apr,0.86
PA,Server infrastructure,1,apr,0.86
MN,Server infrastructure,1,apr,1.13
OH,Server infrastructure,1,apr,1.1
MO,Server infrastructure,1,apr,1.05
ME,Server infrastructure,1,apr,0.95
IA,Server infrastructure,1,apr,1.12
MA,Self-hosting,0,apr,0.11
IL,Self-hosting,0,apr,0.18
NJ,Self-hosting,0,apr,0.1
OH,Self-hosting,0,apr,0.2
CO,Self-hosting,0,apr,0.19
TN,Self-hosting,0,apr,0.17
WA,Self-hosting,0,apr,0.19
FL,Test execution,0,apr,0.05
MA,Relocation,0,apr,0.14
CT,Relocation,0,apr,0.21
TN,Fashion shopping,1,apr,0.48
TX,Fashion shopping,1,apr,0.45
LA,Science,1,apr,0.58
MI,Science,1,apr,0.86
SC,Science,1,apr,0.5
AL,Science,1,apr,1
RI,Science,1,apr,1.07
PA,Science,1,apr,0.99
MD,Trivia identification,0,apr,0.12
AZ,Trivia identification,0,apr,0.17
NJ,Nutrition,0,apr,0.5
WA,Nutrition,0,apr,0.5
UT,Nutrition,0,apr,0.52
NC,Nutrition,0,apr,0.44
CO,Nutrition,0,apr,0.61
IA,Education and learning — other,1,apr,0.76
CO,Education and learning — other,1,apr,0.5
AL,Education and learning — other,1,apr,0.39
DC,Education and learning — other,1,apr,0.5
FL,Media system setup,0,apr,0.06
IL,Social science research,0,apr,0.11
NJ,Social science research,0,apr,0.11
VA,Social science research,0,apr,0.13
WA,Social science research,0,apr,0.13
MI,Document summarization,0,apr,0.38
VA,Document summarization,0,apr,0.31
CO,Document summarization,0,apr,0.45
TX,Document summarization,0,apr,0.3
DC,Document summarization,0,apr,0.92
ME,AI app building,1,may,0.75
NJ,AI app building,1,may,0.99
ID,AI app building,1,may,0.9
VA,AI app building,1,may,0.84
GA,AI app building,1,may,1.03
OR,AI app building,1,may,0.83
TX,Spreadsheets,0,may,0.13
MA,Spreadsheets,0,may,0.08
PA,Spreadsheets,0,may,0.14
NJ,Spreadsheets,0,may,0.13
CO,Data analysis prototyping,0,may,0.15
MO,Data analysis prototyping,0,may,0.25
OH,Data analysis prototyping,0,may,0.16
CA,Data analysis prototyping,0,may,0.26
SC,Data analysis prototyping,0,may,0.24
PA,Data analysis prototyping,0,may,0.25
OR,Data analysis prototyping,0,may,0.23
IL,3D modeling and printing,1,may,0.12
TN,3D modeling and printing,1,may,0.23
WA,3D modeling and printing,1,may,0.22
MA,3D modeling and printing,1,may,0.11
MI,3D modeling and printing,1,may,0.19
TX,LLM application development,0,may,0.11
FL,LLM application development,0,may,0.1
GA,Transport rules,1,may,0.06
NY,Color grading,0,apr,0.03
CA,Color grading,0,apr,0.03
OR,CRM operations,0,apr,0.25
TX,Productivity apps,0,apr,0.03
PA,Business operations,1,apr,5.14
TX,Business operations,1,apr,6.39
IL,Business operations,1,apr,5.23
MA,Business operations,1,apr,4.5
CO,Business operations,1,apr,6.26
TX,Industry and sector knowledge,1,apr,0.32
NY,Art techniques,0,apr,0.05
CA,Art techniques,0,apr,0.05
CA,Career planning,1,apr,0.29
IL,Career planning,1,apr,0.25
FL,Career planning,1,apr,0.18
MA,Career planning,1,apr,0.32
MI,Career planning,1,apr,0.21
TX,Career planning,1,apr,0.24
GA,Lore worldbuilding,0,apr,0.56
TN,Lore worldbuilding,0,apr,0.62
VA,Lore worldbuilding,0,apr,0.55
IN,Lore worldbuilding,0,apr,0.68
MI,Lore worldbuilding,0,apr,0.58
GA,Gift buying,1,apr,0.13
MI,Gift buying,1,apr,0.17
MN,Gift buying,1,apr,0.19
TX,OCR transcription,0,apr,0.12
IL,OCR transcription,0,apr,0.13
CA,OCR transcription,0,apr,0.14
MA,OCR transcription,0,apr,0.15
KS,Trivia,0,may,0.87
IN,Trivia,0,may,0.58
AR,Trivia,0,may,0.62
OK,Trivia,0,may,0.71
DE,Trivia,0,may,1.36
PR,Trivia,0,may,0.66
TX,Time zones,0,may,0.03
NC,Metric anomaly triage,0,may,0.08
CO,Data analysis reasoning,0,may,0.15
OR,Data analysis reasoning,0,may,0.16
GA,Build pipelines,0,may,0.06
CA,Tone rewriting,0,may,0.5
IL,Tone rewriting,0,may,0.44
KY,Tone rewriting,0,may,0.45
IN,Tone rewriting,0,may,0.46
TN,Tone rewriting,0,may,0.48
HI,Tone rewriting,0,may,0.6
CA,Instruments,0,may,0.05
IL,ML and data science,1,may,0.19
FL,ML and data science,1,may,0.12
NJ,ML and data science,1,may,0.17
OH,ML and data science,1,may,0.16
CA,Subject line copywriting,0,may,0.02
OR,Contract drafting,0,may,0.21
MN,Contract drafting,0,may,0.22
TX,Contract drafting,0,may,0.22
PA,Contract drafting,0,may,0.14
AL,Contract drafting,0,may,0.31
GA,Contract drafting,0,may,0.24
VA,Contract drafting,0,may,0.18
AZ,Contract drafting,0,may,0.2
CO,Contract drafting,0,may,0.26
MA,Contract drafting,0,may,0.14
OK,Interactive fiction,0,may,0.42
AL,Interactive fiction,0,may,0.51
GA,Interactive fiction,0,may,0.23
MD,Interactive fiction,0,may,0.2
NJ,Interactive fiction,0,may,0.1
NV,Interactive fiction,0,may,0.23
IL,Religion and Spirituality,1,may,0.19
PA,Religion and Spirituality,1,may,0.25
VA,Religion and Spirituality,1,may,0.21
NJ,Empty inputs,1,may,0.09
VA,Empty inputs,1,may,0.1
CA,Empty inputs,1,may,0.13
CT,Document Processing & Extraction,2,may,3.12
PA,Document Processing & Extraction,2,may,2.72
IN,Document Processing & Extraction,2,may,2.6
GA,Document Processing & Extraction,2,may,2.77
VT,Document Processing & Extraction,2,may,3.12
IL,Document Processing & Extraction,2,may,2.84
TX,Document Processing & Extraction,2,may,3.1
NV,Document Processing & Extraction,2,may,3.19
KS,Document Processing & Extraction,2,may,2.92
TN,Document Processing & Extraction,2,may,2.87
ME,Document Processing & Extraction,2,may,2.28
MN,AI agent design,1,may,0.44
VA,AI agent design,1,may,0.44
IN,AI agent design,1,may,0.39
AZ,AI agent design,1,may,0.47
GA,AI agent design,1,may,0.45
OR,AI agent design,1,may,0.37
LA,AI agent design,1,may,0.51
NC,Workplace conflict,0,may,0.21
MD,Workplace conflict,0,may,0.26
CO,Workplace conflict,0,may,0.26
CT,Workplace conflict,0,may,0.3
CA,Cloud storage,0,may,0.02
GA,Medical education,0,may,0.21
AZ,Medical education,0,may,0.24
CA,Medical education,0,may,0.21
AZ,Data pipelines,0,may,0.1
CO,Data pipelines,0,may,0.11
FL,Data pipelines,0,may,0.09
WA,Data pipelines,0,may,0.08
TN,Education & Learning,2,may,6.68
AR,Education & Learning,2,may,8.03
TX,Education & Learning,2,may,8.55
